580,0.671875,0.625,0.625,0.53125,0.109375,0,1,0.671875,0.625,0.78125,0.921875,0.107143,1,0.125,0,0.015625,0.828125,0.535714,1,0.125,0,0,0.703125,0.535714,1,0.390625,0.265625,0.5,0.96875,0.196429,1,0.96875,1,1,0.828125,0.0178571,1,0.140625,0,0.28125,0.96875,0.428571,1,0.140625,0,0,0.65625,0.696429,1,0.234375,0,0,0.625,0.714286,1,0.25,0,0,0.734375,0.571429,0.96875,0.75,0.625,0.765625,0.90625,0.107143,0.875,1,1,0.96875,0.25,0
581,0,0.4375,0.953125,0.984375,0.671875,0.0535714,0.34375,0.90625,0.28125,0.1875,0.78125,0.696429,0.71875,0.4375,0,0,0.28125,0.964286,0.75,0.375,0,0,0.25,1,0.75,0.375,0,0,0.25,1,0.75,0.375,0,0,0.25,1,0.75,0.375,0,0,0.25,1,0.75,0.375,0,0,0.25,0.928571,0.75,0.390625,0,0,0.265625,0.857143,0.578125,0.6875,0.015625,0.015625,0.671875,0.660714,0.109375,0.859375,0.921875,0.921875,0.765625,0.0535714,0,0.03125,0.46875,0.4375,0,0
582,0,0.0625,0.484375,0.625,0.4375,0.0178571,0.03125,0.828125,0.546875,0.296875,0.71875,0.714286,0.328125,0.75,0,0,0.0625,0.982143,0.375,0.625,0,0,0,0.857143,0.375,0.625,0,0,0,1,0.4375,0.625,0,0,0,1,0.5,0.59375,0,0,0,1,0.5,0.5,0,0,0,1,0.5,0.5,0,0,0.03125,1,0.453125,0.671875,0,0,0.296875,0.964286,0.09375,0.9375,0.65625,0.5625,0.9375,0.410714,0,0.25,0.96875,1,0.4375,0
583,0,0.03125,0.265625,0.25,0.015625,0,0.15625,0.890625,0.796875,0.828125,0.859375,0.160714,0.71875,0.53125,0,0,0.625,0.696429,0.875,0.25,0,0,0.28125,0.857143,0.875,0.25,0,0,0.25,0.857143,0.875,0.375,0,0,0.25,0.857143,0.875,0.25,0,0,0.25,0.857143,0.78125,0.25,0,0,0.25,0.857143,0.75,0.25,0,0,0.25,0.857143,0.671875,0.46875,0,0,0.484375,0.767857,0.203125,0.9375,0.609375,0.671875,0.9375,0.232143,0,0.1875,0.84375,0.84375,0.21875,0
584,0,0.03125,0.328125,0.34375,0.0625,0,0.140625,0.859375,0.5625,0.5625,0.875,0.232143,0.625,0.4375,0,0,0.359375,0.803571,0.75,0.25,0,0,0.25,0.857143,0.75,0.25,0,0,0.125,0.857143,0.75,0.25,0,0,0.125,0.857143,0.640625,0.25,0,0,0.125,0.857143,0.625,0.25,0,0,0.125,0.857143,0.59375,0.359375,0,0,0.171875,0.892857,0.296875,0.796875,0.171875,0.125,0.6875,0.589286,0,0.375,0.828125,0.84375,0.53125,0,0,0,0,0,0,0
585,0,0.34375,0.703125,0.71875,0.34375,0,0.34375,0.84375,0.25,0.25,0.84375,0.410714,0.703125,0.34375,0,0,0.296875,0.839286,0.75,0.25,0,0,0.25,0.857143,0.75,0.296875,0,0,0.25,1,0.71875,0.375,0,0,0.25,1,0.65625,0.375,0,0,0.25,1,0.625,0.375,0,0,0.15625,1,0.5625,0.484375,0,0,0.296875,0.910714,0.203125,0.9375,0.5,0.453125,0.921875,0.392857,0,0.171875,0.59375,0.609375,0.25,0,0,0,0,0,0,0
586,0,0.296875,0.71875,0.71875,0.390625,0,0.28125,1,0.640625,0.59375,0.96875,0.517857,0.671875,0.65625,0,0,0.46875,0.946429,0.75,0.5,0,0,0.375,1,0.71875,0.5,0,0,0.375,1,0.71875,0.5,0,0,0.375,1,0.6875,0.578125,0,0,0.375,1,0.640625,0.625,0,0,0.3125,1,0.625,0.625,0,0,0.28125,1,0.59375,0.75,0,0,0.453125,0.982143,0.171875,0.984375,0.765625,0.65625,0.984375,0.535714,0,0.4375,1,1,0.75,0
587,0.046875,0.8125,0.671875,0.84375,0.53125,0.0178571,0.625,0.703125,0.046875,0.15625,0.875,0.428571,0.9375,0.171875,0,0,0.4375,0.732143,1,0.125,0,0,0.375,0.785714,0.953125,0.125,0,0,0.375,0.803571,0.953125,0.125,0,0,0.375,0.857143,0.90625,0.125,0,0,0.375,0.857143,0.875,0.125,0,0,0.375,0.857143,0.875,0.140625,0,0,0.390625,0.803571,0.671875,0.59375,0.015625,0.0625,0.796875,0.446429,0.09375,0.609375,0.703125,0.9375,0.515625,0,0.03125,0,0,0,0,0
588,0,0.125,0.71875,0.875,0.78125,0.25,0.015625,0.84375,0.625,0.25,0.484375,0.982143,0.203125,0.9375,0.015625,0,0,0.696429,0.25,0.875,0,0,0,0.571429,0.25,0.875,0,0,0,0.571429,0.25,0.875,0,0,0,0.571429,0.25,0.875,0,0,0,0.571429,0.25,0.875,0,0,0,0.607143,0.25,0.890625,0,0,0,0.696429,0.078125,0.96875,0.25,0,0.171875,0.964286,0,0.40625,0.96875,0.875,0.953125,0.482143,0,0,0.15625,0.5,0.125,0
589,0,0.21875,0.765625,0.875,0.6875,0.160714,0.09375,0.953125,0.609375,0.375,0.78125,0.910714,0.34375,0.90625,0,0,0.171875,1,0.375,0.875,0,0,0,0.0357143,0.375,0.875,0,0,0,0,0.375,0.875,0,0,0,0,0.375,0.90625,0,0,0,0,0.375,0.984375,0,0,0,0.625,0.265625,1,0,0,0.0625,1,0.109375,0.984375,0.484375,0.0625,0.546875,0.982143,0,0.40625,0.96875,1,0.96875,0.375,0,0,0.125,0.5,0.125,0
590,0,0,0.21875,0.28125,0.03125,0,0.046875,0.796875,0.921875,0.90625,0.890625,0.214286,0.515625,0.796875,0.046875,0,0.59375,0.857143,0.625,0.5,0,0,0.15625,1,0.625,0.484375,0,0,0.125,1,0.625,0.484375,0,0,0.125,1,0.609375,0.5,0,0,0.125,1,0.625,0.5,0,0,0.125,1,0.484375,0.5,0,0.140625,0.140625,1,0.34375,0.671875,0,0.671875,0.84375,0.928571,0.015625,0.59375,0.765625,0.78125,1,0.535714,0,0,0.34375,0.5,0.5625,0.571429
591,0.390625,0.625,0.640625,0.90625,0.828125,0.267857,0.625,0.765625,0.5,0.65625,0.953125,0.125,0.625,0.5,0,0,0.71875,0.517857,0.625,0.5,0,0,0.640625,0.607143,0.625,0.65625,0.25,0.484375,0.96875,0.214286,0.6875,0.9375,0.84375,1,0.734375,0,0.75,0.46875,0,0.171875,0.9375,0.392857,0.75,0.375,0,0,0.546875,0.714286,0.75,0.375,0,0,0.5625,0.678571,0.75,0.390625,0,0.28125,0.953125,0.285714,0.75,1,1,0.96875,0.4375,0,0.09375,0.25,0.25,0.1875,0.6875,0.214286
592,0,0.03125,0.328125,0.453125,0.15625,0,0.03125,0.796875,0.953125,0.796875,0.984375,0.339286,0.375,0.9375,0.09375,0,0.546875,0.910714,0.5,0.75,0,0,0.21875,0.875,0.5,0.75,0,0,0,0,0.578125,0.75,0,0,0,0,0.625,0.625,0,0,0,0,0.625,0.625,0,0,0,0,0.609375,0.625,0,0,0.3125,0.785714,0.4375,0.875,0.046875,0,0.578125,0.892857,0.0625,0.84375,0.90625,0.828125,0.984375,0.339286,0,0.125,0.78125,0.90625,0.3125,0
593,0,0.40625,0.859375,0.90625,0.78125,0.142857,0.1875,1,0.453125,0.28125,0.8125,0.839286,0.484375,0.71875,0,0,0.234375,0.75,0.609375,0.625,0,0,0,0,0.625,0.578125,0,0,0,0,0.625,0.59375,0,0,0,0,0.734375,0.5,0,0,0,0,0.75,0.5,0,0,0.25,0.428571,0.75,0.515625,0,0,0.53125,0.821429,0.5625,0.890625,0.171875,0.21875,0.921875,0.5,0.078125,0.828125,1,1,0.671875,0.0178571,0,0,0.375,0.28125,0,0
594,0.25,0.5,0.5,0.5,0.1875,0,0.5,0.890625,0.625,0.703125,0.984375,0.357143,0.5,0.625,0,0,0.515625,0.910714,0.5,0.625,0,0,0.375,0.946429,0.515625,0.75,0.25,0.421875,0.953125,0.517857,0.5625,0.984375,0.875,0.953125,1,0.178571,0.578125,0.625,0,0.03125,0.75,0.732143,0.625,0.625,0,0,0.390625,0.946429,0.625,0.625,0,0,0.40625,0.964286,0.625,0.625,0,0.046875,0.796875,0.732143,0.625,0.921875,0.75,0.90625,0.90625,0.142857,0.625,1,1,0.84375,0.1875,0
595,0,0.375,0.71875,0.984375,0.40625,0,0.515625,0.984375,0.671875,0.859375,0.953125,0.125,0.96875,0.515625,0,0.046875,0.9375,0.517857,1,0.375,0,0,0.125,0.0714286,1,0.3125,0,0,0,0,1,0.25,0,0,0,0,1,0.25,0,0,0,0,1,0.25,0,0,0.09375,0.0714286,1,0.25,0,0,0.875,0.642857,0.96875,0.484375,0,0.09375,0.953125,0.410714,0.5,0.984375,0.75,0.890625,0.84375,0.0357143,0,0.78125,1,0.9375,0.125,0
596,0,0.296875,0.625,0.53125,0.15625,0,0.375,0.953125,0.484375,0.5625,0.9375,0.196429,0.828125,0.375,0,0,0.59375,0.660714,0.953125,0.1875,0,0,0.046875,0.0892857,0.9375,0.25,0,0,0,0,0.875,0.25,0,0,0,0,0.875,0.25,0,0,0,0,0.875,0.25,0,0,0,0,0.875,0.25,0,0,0.046875,0.160714,0.734375,0.421875,0,0,0.515625,0.678571,0.25,0.921875,0.5625,0.59375,0.9375,0.196429,0,0.34375,0.96875,0.96875,0.28125,0
597,0,0.328125,0.65625,0.59375,0.21875,0,0.46875,0.921875,0.453125,0.53125,0.96875,0.303571,0.90625,0.34375,0,0,0.578125,0.767857,1,0.25,0,0,0.046875,0.107143,1,0.25,0,0,0,0,1,0.25,0,0,0,0,1,0.25,0,0,0,0,1,0.25,0,0,0,0,1,0.171875,0,0,0.125,0.178571,0.875,0.34375,0,0,0.71875,0.589286,0.375,0.953125,0.59375,0.71875,0.90625,0.142857,0,0.5,1,0.9375,0.1875,0
598,0,0.484375,0.859375,0.984375,0.84375,0.0535714,0.4375,0.953125,0.5,0.59375,1,0.375,0.828125,0.46875,0,0,0.59375,0.589286,0.875,0.375,0,0,0,0,0.875,0.375,0,0,0,0,0.875,0.375,0,0,0,0,0.875,0.375,0,0,0,0,0.875,0.375,0,0,0.1875,0.321429,0.875,0.34375,0,0,0.5,0.857143,0.71875,0.671875,0,0.046875,0.8125,0.589286,0.1875,0.90625,0.890625,0.953125,0.71875,0.0535714,0,0.125,0.65625,0.28125,0,0
599,0.46875,0.625,0.625,0.59375,0.25,0,0.75,0.75,0.5,0.609375,0.96875,0.339286,0.75,0.375,0,0,0.5625,0.803571,0.75,0.375,0,0,0.5625,0.767857,0.75,0.703125,0.375,0.546875,0.984375,0.267857,0.75,0.859375,0.75,0.890625,0.96875,0.178571,0.75,0.375,0,0.03125,0.796875,0.660714,0.75,0.375,0,0,0.421875,0.857143,0.75,0.375,0,0,0.4375,0.857143,0.75,0.390625,0,0.03125,0.765625,0.607143,0.75,0.953125,0.875,0.953125,0.765625,0.0535714,0.25,0.46875,0.5,0.40625,0,0
600,0.46875,0.625,0.734375,0.609375,0.21875,0,0.75,0.71875,0.5,0.625,0.984375,0.303571,0.75,0.375,0,0,0.609375,0.767857,0.75,0.390625,0,0,0.5625,0.803571,0.75,0.734375,0.40625,0.578125,0.984375,0.285714,0.75,0.875,0.75,0.90625,0.953125,0.125,0.75,0.40625,0,0.03125,0.78125,0.642857,0.75,0.453125,0,0,0.5,0.857143,0.75,0.4375,0,0,0.484375,0.839286,0.75,0.5,0,0.078125,0.84375,0.571429,0.75,0.953125,0.875,0.96875,0.8125,0.0535714,0.5,0.75,0.6875,0.4375,0.03125,0
601,0.515625,0.625,0.625,0.578125,0.171875,0,0.875,0.625,0.5,0.625,0.96875,0.285714,0.875,0.234375,0,0,0.5625,0.732143,0.890625,0.125,0,0,0.453125,0.803571,1,0.140625,0,0.21875,0.921875,0.428571,1,1,1,1,0.796875,0,1,0.078125,0,0.15625,0.875,0.357143,1,0,0,0,0.53125,0.696429,1,0,0,0,0.5,0.696429,1,0,0,0,0.65625,0.535714,1,0.375,0.375,0.578125,0.953125,0.160714,1,1,1,1,0.3125,0
602,0,0.03125,0.125,0.046875,0,0,0.15625,0.859375,1,0.984375,0.515625,0,0.796875,0.6875,0.15625,0.375,0.984375,0.25,1,0.25,0,0,0.875,0.428571,1,0.25,0,0,0.875,0.428571,1,0.25,0,0,0.875,0.428571,1,0.25,0,0,0.875,0.428571,1,0.203125,0.125,0.015625,0.875,0.428571,1,0.140625,0.859375,0.46875,0.875,0.428571,1,0.171875,0.3125,0.96875,0.984375,0.410714,0.78125,0.765625,0.328125,0.9375,0.96875,0.107143,0.28125,1,1,1,0.96875,0.0357143
603,0,0.125,0.453125,0.46875,0.140625,0,0.140625,0.90625,0.84375,0.8125,0.96875,0.267857,0.578125,0.765625,0.015625,0,0.671875,0.785714,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0.390625,0.25,0.5,0.714286,0.75,0.375,0.390625,0.875,0.59375,0.714286,0.734375,0.515625,0.015625,0.84375,1,0.660714,0.34375,0.984375,0.609375,0.859375,1,0.267857,0,0.625,1,1,1,0.428571
604,0.0625,0.703125,0.984375,0.890625,0.3125,0,0.625,0.859375,0.328125,0.546875,0.984375,0.178571,0.921875,0.328125,0,0,0.8125,0.517857,0.921875,0.25,0,0,0.75,0.571429,0.875,0.25,0,0,0.75,0.571429,0.875,0.25,0,0,0.75,0.571429,0.875,0.265625,0,0,0.703125,0.571429,0.875,0.359375,0.53125,0.296875,0.625,0.571429,0.875,0.375,0.421875,0.859375,0.734375,0.571429,0.796875,0.515625,0.015625,0.859375,1,0.535714,0.359375,0.984375,0.703125,0.9375,1,0.232143,0,0.59375,1,1,1,0.428571
605,0,0,0.0625,0.1875,0.015625,0,0,0.546875,0.96875,0.90625,0.875,0.267857,0.34375,0.90625,0.125,0,0.484375,0.910714,0.5,0.625,0,0,0.078125,0.625,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0,0.0714286,0.5,0.625,0,0,0.125,1,0.390625,0.78125,0.015625,0,0.328125,0.982143,0.046875,0.828125,0.8125,0.65625,0.953125,0.446429,0,0.0625,0.65625,0.90625,0.34375,0
606,0,0.125,0.578125,0.546875,0.171875,0,0.171875,0.953125,0.875,0.84375,0.96875,0.321429,0.59375,0.78125,0.015625,0,0.6875,0.821429,0.640625,0.625,0,0,0.5,0.964286,0.625,0.625,0,0,0.5,0.910714,0.71875,0.625,0,0,0.5,0.857143,0.75,0.625,0,0,0.515625,0.857143,0.75,0.625,0.515625,0.5,0.546875,0.857143,0.75,0.59375,0.234375,0.984375,0.75,0.857143,0.625,0.796875,0.046875,0.6875,1,0.732143,0.140625,0.90625,0.9375,0.953125,1,0.410714,0,0.125,0.75,0.84375,0.84375,0.678571
607,0.046875,0,0.03125,0,0.015625,0,0.015625,0.046875,0.0625,0.125,0,0.0535714,0.03125,0.296875,0.015625,0.046875,0.203125,0,0,0.296875,0.0625,0,0.125,0,0.125,0.15625,0,0,0.15625,0,0.125,0.25,0,0,0.15625,0,0.125,0.25,0,0,0.125,0,0.125,0.28125,0,0,0.171875,0,0.125,0.296875,0.03125,0.078125,0.359375,0,0.125,0.40625,0.546875,0.625,0.171875,0.142857,0.125,0,0,0,0.140625,0.785714,0.8125,0.75,0.75,0.75,1,1
608,0,0,0,0,0,0,0,0,0.125,0.09375,0,0,0,0.078125,0.109375,0.046875,0.15625,0,0,0.15625,0.140625,0,0.125,0,0.046875,0.125,0,0,0.125,0,0.125,0.125,0,0,0.125,0,0.09375,0.15625,0,0,0.125,0,0.125,0.21875,0,0,0.125,0,0.125,0.140625,0,0,0.21875,0,0.21875,0.21875,0.3125,0.140625,0.21875,0,0.1875,0.03125,0.125,0.109375,0,0.375,0.5,0.0625,0.25,0.25,0.5625,0.928571
609,0.25,0.25,0.25,0.234375,0.03125,0,1,0.84375,0.75,0.84375,0.875,0.125,1,0.125,0,0,0.75,0.535714,1,0.125,0,0,0.625,0.571429,1,0.125,0,0,0.625,0.571429,1,0.125,0,0,0.625,0.571429,1,0.125,0,0,0.625,0.571429,1,0.125,0,0,0.625,0.571429,1,0.078125,0,0,0.625,0.553571,1,0,0,0.015625,0.828125,0.392857,1,0.765625,0.75,0.875,0.78125,0.0357143,0.5,0.5,0.5,0.40625,0,0
610,0,0.125,0.484375,0.5625,0.21875,0,0.15625,0.9375,0.703125,0.609375,0.96875,0.339286,0.640625,0.59375,0,0,0.484375,0.821429,0.75,0.375,0,0,0.109375,0.321429,0.875,0.3125,0,0,0,0,0.875,0.25,0,0,0,0,0.875,0.25,0,0,0,0,0.953125,0.203125,0,0,0.125,0.178571,1,0.125,0,0,0.5,0.714286,0.84375,0.390625,0,0.015625,0.78125,0.571429,0.359375,0.96875,0.765625,0.84375,0.84375,0.0892857,0,0.34375,0.875,0.65625,0.0625,0
611,0.015625,0.4375,0.734375,0.609375,0.125,0,0.609375,0.9375,0.640625,0.828125,0.890625,0.0357143,0.984375,0.171875,0,0.03125,0.890625,0.357143,0.953125,0,0,0,0.359375,0.196429,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.09375,0.0535714,0.984375,0,0,0,0.6875,0.553571,1,0.125,0,0.015625,0.84375,0.410714,0.65625,0.921875,0.625,0.78125,0.921875,0.107143,0.09375,0.90625,1,1,0.28125,0
612,0.171875,0.25,0.25,0.171875,0,0,0.75,1,1,1,0.734375,0.0357143,0.75,0.515625,0,0.1875,0.921875,0.482143,0.75,0.5,0,0,0.625,0.714286,0.75,0.5,0,0.09375,0.875,0.553571,0.75,0.9375,0.875,0.953125,0.8125,0.0535714,0.75,0.703125,0.390625,0.703125,0.953125,0.214286,0.75,0.5,0,0,0.734375,0.75,0.75,0.5,0,0,0.5,0.928571,0.75,0.5,0,0,0.734375,0.732143,0.75,0.671875,0.375,0.65625,0.953125,0.214286,0.75,1,1,1,0.40625,0
613,0.65625,0.875,0.875,0.859375,0.484375,0,0.75,0.546875,0.25,0.40625,0.90625,0.428571,0.75,0.375,0,0,0.515625,0.714286,0.75,0.375,0,0,0.5,0.714286,0.75,0.375,0,0.03125,0.734375,0.535714,0.78125,1,1,1,0.796875,0.0178571,0.75,0.609375,0.375,0.40625,0.890625,0.303571,0.75,0.375,0,0,0.515625,0.696429,0.75,0.375,0,0,0.5,0.714286,0.75,0.34375,0,0.015625,0.5625,0.696429,0.75,0.6875,0.5,0.5625,0.96875,0.303571,0.75,1,1,1,0.46875,0
614,0.25,0.484375,0.5,0.375,0.203125,0,0.625,0.875,0.625,0.65625,0.953125,0.535714,0.640625,0.625,0,0,0.4375,0.964286,0.640625,0.625,0,0,0.3125,1,0.640625,0.625,0,0,0.375,1,0.6875,0.625,0,0,0.375,1,0.65625,0.625,0,0,0.375,1,0.671875,0.625,0,0,0.375,1,0.75,0.625,0,0,0.375,1,0.75,0.671875,0.125,0.125,0.703125,0.821429,0.703125,1,1,0.921875,0.71875,0.142857,0,0,0,0,0,0
615,0.75,0.875,0.875,0.84375,0.625,0.0714286,0.875,0.546875,0.25,0.390625,0.765625,0.571429,0.875,0.25,0,0,0.390625,0.839286,0.875,0.25,0,0,0.390625,0.857143,0.875,0.59375,0.375,0.484375,0.875,0.535714,0.875,0.84375,0.75,0.796875,1,0.321429,0.875,0.3125,0,0,0.421875,0.875,0.828125,0.25,0,0,0.25,1,0.75,0.25,0,0,0.25,1,0.75,0.265625,0,0,0.4375,0.910714,0.78125,0.921875,0.875,0.875,1,0.428571,0.625,0.75,0.75,0.75,0.34375,0
616,0.546875,1,1,1,0.84375,0.267857,0.625,0.625,0.125,0.15625,0.65625,0.910714,0.625,0.546875,0,0,0.171875,1,0.625,0.625,0,0,0.125,1,0.625,0.625,0,0,0.125,1,0.625,0.625,0,0,0.125,1,0.625,0.625,0,0,0.15625,1,0.625,0.625,0,0,0.125,1,0.625,0.625,0,0,0.125,1,0.625,0.625,0,0,0.296875,1,0.625,0.875,0.625,0.625,0.90625,0.571429,0.625,1,1,1,0.71875,0
617,0.640625,0.75,0.75,0.71875,0.359375,0,0.875,0.5625,0.375,0.453125,0.953125,0.303571,0.875,0.25,0,0,0.578125,0.607143,0.875,0.25,0,0,0.59375,0.625,0.875,0.390625,0.125,0.1875,0.875,0.321429,0.875,1,1,1,0.6875,0,0.875,0.375,0.125,0.21875,0.90625,0.285714,0.875,0.25,0,0,0.625,0.571429,0.875,0.25,0,0,0.625,0.571429,0.875,0.25,0,0,0.734375,0.517857,0.875,0.828125,0.75,0.8125,0.84375,0.0892857,0.65625,0.75,0.75,0.6875,0.125,0
618,0.625,0.75,0.75,0.75,0.5625,0.0535714,0.875,0.5625,0.375,0.421875,0.90625,0.482143,0.875,0.25,0,0,0.4375,0.696429,0.875,0.25,0,0,0.421875,0.714286,0.875,0.5,0.375,0.40625,0.84375,0.357143,0.875,0.8125,0.75,0.84375,0.96875,0.232143,0.875,0.125,0,0,0.609375,0.660714,0.875,0.125,0,0,0.5,0.714286,0.875,0.125,0,0,0.5,0.642857,0.875,0.125,0,0,0.671875,0.517857,0.875,0.875,0.8125,0.90625,0.890625,0.107143,0.4375,0.5,0.5,0.46875,0.0625,0
619,0.359375,0.5,0.5,0.5,0.234375,0,0.75,0.828125,0.625,0.6875,0.953125,0.303571,0.75,0.375,0,0,0.421875,0.785714,0.75,0.3125,0,0,0.296875,0.857143,0.75,0.484375,0.25,0.25,0.703125,0.642857,0.75,0.921875,0.875,0.953125,1,0.267857,0.75,0.265625,0,0.015625,0.5625,0.821429,0.75,0.25,0,0,0.25,0.857143,0.75,0.25,0,0,0.28125,0.857143,0.75,0.25,0,0,0.46875,0.803571,0.75,0.921875,0.875,0.875,0.96875,0.303571,0.375,0.5,0.5,0.5,0.15625,0
620,0,0.078125,0.515625,0.671875,0.421875,0.0357143,0.078125,0.921875,0.71875,0.515625,0.875,0.678571,0.375,0.765625,0,0,0.1875,1,0.5,0.625,0,0,0.015625,0.25,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0,0,0.5,0.625,0,0,0.046875,0.482143,0.5,0.625,0,0,0.125,1,0.328125,0.875,0.125,0,0.5,0.928571,0.015625,0.65625,0.984375,0.921875,0.921875,0.267857,0,0,0.3125,0.46875,0.0625,0
621,0.21875,0.515625,0.5,0.5,0.421875,0.0535714,0.375,0.90625,0.53125,0.5,0.78125,0.821429,0.375,0.75,0,0,0.03125,0.964286,0.375,0.75,0,0,0,0.892857,0.375,0.75,0,0,0,0.857143,0.375,0.75,0,0,0,0.892857,0.375,0.75,0,0,0,0.910714,0.375,0.75,0,0,0,0.857143,0.375,0.75,0,0,0,0.857143,0.375,0.75,0,0,0.1875,0.982143,0.375,0.96875,0.875,0.90625,1,0.696429,0.21875,0.75,0.75,0.53125,0.34375,0
622,0,0.296875,0.640625,0.640625,0.1875,0,0.4375,0.984375,0.609375,0.75,0.9375,0.107143,0.84375,0.453125,0,0,0.796875,0.517857,0.875,0.3125,0,0,0.625,0.571429,0.875,0.375,0,0,0.625,0.571429,0.875,0.359375,0,0,0.625,0.571429,0.875,0.375,0,0,0.625,0.571429,0.875,0.34375,0.515625,0.296875,0.625,0.571429,0.875,0.296875,0.375,0.890625,0.78125,0.571429,0.765625,0.546875,0,0.8125,1,0.482143,0.25,0.96875,0.890625,0.921875,1,0.232143,0,0.28125,0.90625,0.75,0.875,0.535714
623,0.375,0.5,0.5,0.375,0.03125,0,0.75,0.828125,0.625,0.828125,0.828125,0.0714286,0.75,0.5,0,0.015625,0.765625,0.589286,0.75,0.5,0,0,0.484375,0.839286,0.75,0.5,0,0,0.4375,0.857143,0.75,0.5,0,0,0.453125,0.857143,0.75,0.5,0,0,0.421875,0.857143,0.75,0.5,0,0,0.375,0.857143,0.734375,0.5,0,0,0.390625,0.857143,0.75,0.5,0,0,0.671875,0.678571,0.734375,0.765625,0.5,0.71875,0.921875,0.160714,0.75,1,1,0.9375,0.25,0
624,0,0.296875,0.609375,0.578125,0.171875,0,0.3125,0.9375,0.453125,0.515625,0.953125,0.25,0.765625,0.375,0,0,0.546875,0.75,0.875,0.296875,0,0,0.375,0.857143,0.828125,0.375,0,0,0.375,0.964286,0.75,0.375,0,0,0.34375,1,0.75,0.375,0,0,0.25,1,0.75,0.46875,0,0,0.25,1,0.6875,0.421875,0,0,0.25,1,0.5625,0.703125,0,0,0.421875,0.964286,0.09375,0.875,0.828125,0.75,0.984375,0.339286,0,0.125,0.78125,0.9375,0.375,0
625,0.265625,0.375,0.375,0.375,0.21875,0,0.75,0.859375,0.734375,0.75,0.96875,0.428571,0.75,0.375,0,0,0.421875,0.839286,0.75,0.375,0,0,0.28125,0.928571,0.875,0.375,0,0,0.375,0.982143,0.875,0.375,0,0,0.375,0.857143,0.875,0.296875,0,0,0.375,0.857143,0.875,0.25,0,0,0.375,0.857143,0.875,0.25,0,0,0.390625,0.857143,0.9375,0.25,0,0,0.609375,0.678571,1,0.640625,0.609375,0.71875,0.984375,0.25,1,1,1,0.90625,0.3125,0
626,0.46875,0.40625,0.421875,0.46875,0.09375,0,0.96875,0.625,0.625,0.78125,0.8125,0.0178571,0.8125,0,0,0.015625,0.859375,0.25,0.875,0,0,0,0.75,0.357143,0.875,0,0,0,0.75,0.428571,0.875,0,0,0,0.75,0.428571,0.875,0,0,0,0.65625,0.428571,0.984375,0,0,0,0.625,0.464286,1,0,0,0,0.625,0.553571,1,0,0,0.015625,0.78125,0.392857,1,0.828125,0.8125,0.859375,0.8125,0.0535714,0.5,0.5,0.5,0.375,0,0
627,0.484375,1,1,0.96875,0.328125,0,0.96875,0.453125,0,0.328125,0.953125,0.0535714,0.921875,0,0,0,0.78125,0.285714,0.984375,0,0,0,0.703125,0.428571,1,0,0,0,0.625,0.428571,1,0.09375,0,0,0.609375,0.553571,1,0.125,0,0,0.5,0.571429,0.875,0.171875,0,0,0.5,0.678571,0.859375,0.25,0,0,0.453125,0.714286,0.640625,0.609375,0,0.015625,0.734375,0.625,0.140625,0.90625,0.859375,0.875,0.921875,0.142857,0,0.1875,0.8125,0.78125,0.1875,0
628,0,0,0.203125,0.375,0.125,0,0,0.5,1,0.890625,0.984375,0.375,0.078125,0.96875,0.1875,0,0.25,0.964286,0.25,0.796875,0,0,0,0.857143,0.25,0.75,0,0.015625,0,0.857143,0.25,0.75,0,0,0,0.857143,0.25,0.75,0,0,0,0.857143,0.25,0.75,0,0,0,0.857143,0.25,0.75,0,0.015625,0,0.857143,0.1875,0.875,0.015625,0,0.046875,0.964286,0,0.796875,0.765625,0.5,0.78125,0.660714,0,0.125,0.9375,1,0.625,0.0357143
629,0.03125,0.484375,0.75,0.703125,0.265625,0,0.625,0.859375,0.40625,0.53125,0.96875,0.303571,0.984375,0.234375,0,0,0.625,0.732143,1,0.125,0,0,0.5,0.857143,1,0.125,0,0,0.5,0.857143,1,0.25,0,0,0.421875,0.857143,1,0.25,0,0,0.390625,0.857143,1,0.25,0,0,0.375,0.910714,0.921875,0.265625,0,0,0.375,1,0.734375,0.703125,0.03125,0.0625,0.734375,0.696429,0.140625,0.84375,0.953125,0.96875,0.78125,0.0892857,0,0,0.34375,0.25,0,0
630,0,0.171875,0.59375,0.640625,0.328125,0,0.203125,0.9375,0.625,0.53125,0.9375,0.517857,0.65625,0.515625,0,0,0.328125,0.982143,0.75,0.375,0,0,0.1875,1,0.8125,0.265625,0,0,0.25,1,0.875,0.25,0,0,0.25,1,0.875,0.25,0,0,0.25,1,0.875,0.25,0,0,0.25,1,0.96875,0.21875,0,0,0.359375,0.857143,0.90625,0.34375,0,0,0.546875,0.785714,0.46875,0.96875,0.65625,0.71875,0.96875,0.25,0,0.65625,1,1,0.34375,0
